city,year,month,t2m,t2m_max,t2m_min,prec_acum
Guanares,1987,7,22.83,27.05,19.56,300.59
Guanares,1987,8,22.91,27.73,18.96,237.3
Guanares,1987,9,23.49,28.46,19.58,216.21
Guanares,1987,10,23.08,28.64,18.64,263.67
Guanares,1987,11,23.4,28.3,19.22,147.66
Guanares,1987,12,23.0,28.03,16.47,5.27
Guanares,1988,1,22.7,28.33,17.15,0.0
Guanares,1988,2,23.84,31.57,18.26,31.64
Guanares,1988,3,25.91,33.51,17.73,5.27
Guanares,1988,4,26.0,32.91,20.73,131.84
Guanares,1988,5,25.05,31.01,20.28,137.11
Guanares,1988,6,23.15,28.15,18.84,316.41
Guanares,1988,7,22.51,27.12,18.07,305.86
Guanares,1988,8,22.7,27.1,18.82,358.59
Guanares,1988,9,22.76,27.94,18.55,290.04
Guanares,1988,10,23.02,28.8,18.7,290.04
Guanares,1988,11,22.63,27.48,18.88,174.02
Guanares,1988,12,21.76,26.75,15.89,31.64
Guanares,1989,1,21.59,26.8,14.24,15.82
Guanares,1989,2,22.17,28.81,14.27,73.83
Guanares,1989,3,23.65,31.2,17.69,36.91
Guanares,1989,4,25.1,31.73,19.32,47.46
Guanares,1989,5,23.35,31.48,19.71,311.13
Guanares,1989,6,22.62,27.63,18.01,168.75
Guanares,1989,7,22.37,27.09,17.94,321.68
Guanares,1989,8,22.94,27.85,18.87,221.48
Guanares,1989,9,23.03,27.6,19.13,279.49
Guanares,1989,10,22.95,28.12,18.93,232.03
Guanares,1989,11,23.13,28.35,18.74,126.56
Guanares,1989,12,22.17,27.87,15.9,21.09
Guanares,1990,1,22.7,28.3,15.96,26.37
Guanares,1990,2,22.92,29.63,15.77,100.2
Guanares,1990,3,23.9,30.37,17.81,121.29
Guanares,1990,4,24.42,30.58,19.77,216.21
Guanares,1990,5,23.24,28.04,18.52,295.31
Guanares,1990,6,22.63,27.08,19.19,274.22
Guanares,1990,7,22.37,26.83,18.37,253.12
Guanares,1990,8,22.77,27.39,18.87,263.67
Guanares,1990,9,23.25,28.67,18.8,179.3
Guanares,1990,10,23.33,28.03,19.57,290.04
Guanares,1990,11,22.69,27.54,18.15,147.66
Guanares,1990,12,22.3,27.13,16.33,42.19
Guanares,1991,1,22.01,27.99,16.05,5.27
Guanares,1991,2,23.9,30.94,16.87,21.09
Guanares,1991,3,24.38,31.7,17.12,94.92
Guanares,1991,4,24.12,31.62,19.0,210.94
Guanares,1991,5,24.15,29.82,19.94,110.74
Guanares,1991,6,23.44,29.26,19.2,242.58
Guanares,1991,7,22.6,27.21,18.89,258.4
Guanares,1991,8,22.45,26.96,18.95,232.03
Guanares,1991,9,22.93,27.86,19.05,232.03
Guanares,1991,10,22.66,27.85,18.58,200.39
Guanares,1991,11,22.8,28.08,18.84,131.84
Guanares,1991,12,22.02,27.08,16.37,5.27
Guanares,1992,1,22.26,28.58,16.37,0.0
Guanares,1992,2,23.98,30.4,17.0,42.19
Guanares,1992,3,26.15,35.23,19.13,26.37
Guanares,1992,4,26.23,34.76,20.85,189.84
Guanares,1992,5,24.33,31.15,20.22,205.66
Guanares,1992,6,22.93,27.62,19.62,300.59
Guanares,1992,7,22.28,26.77,18.68,242.58
Guanares,1992,8,22.59,27.05,19.03,247.85
Guanares,1992,9,23.08,27.89,19.0,226.76
Guanares,1992,10,23.13,28.08,18.8,110.74
Guanares,1992,11,22.95,27.94,19.56,158.2
Guanares,1992,12,22.43,27.77,17.16,26.37
Guanares,1993,1,22.65,29.01,15.83,26.37
Guanares,1993,2,24.2,31.3,16.8,5.27
Guanares,1993,3,25.05,32.83,19.11,94.92
Guanares,1993,4,24.49,31.5,19.3,205.66
Guanares,1993,5,23.4,28.87,20.02,321.68
Guanares,1993,6,22.83,27.65,18.9,295.31
Guanares,1993,7,22.74,27.01,18.87,210.94
Guanares,1993,8,22.85,27.84,18.47,242.58
Guanares,1993,9,22.96,27.46,18.81,247.85
Guanares,1993,10,23.19,27.72,18.68,158.2
Guanares,1993,11,22.79,27.62,18.46,137.11
Guanares,1993,12,22.55,28.05,15.94,31.64
Guanares,1994,1,22.45,28.83,16.59,5.27
Guanares,1994,2,23.4,31.16,15.8,47.46
Guanares,1994,3,24.84,31.44,19.58,121.29
Guanares,1994,4,24.61,30.92,19.55,221.48
Guanares,1994,5,23.49,28.9,19.65,316.41
Guanares,1994,6,22.67,27.07,19.23,263.67
Guanares,1994,7,22.33,26.64,18.68,321.68
Guanares,1994,8,22.77,27.24,18.98,232.03
Guanares,1994,9,22.75,27.37,18.58,268.95
Guanares,1994,10,23.07,28.66,19.83,237.3
Guanares,1994,11,22.99,28.7,17.33,147.66
Guanares,1994,12,22.74,28.28,17.57,10.55
Guanares,1995,1,22.19,28.27,16.08,26.37
Guanares,1995,2,23.69,30.75,16.73,10.55
Guanares,1995,3,25.12,32.03,19.03,94.92
Guanares,1995,4,25.17,34.51,20.18,216.21
Guanares,1995,5,24.1,30.55,19.61,168.75
Guanares,1995,6,22.99,27.48,18.93,232.03
Guanares,1995,7,22.85,27.87,19.38,247.85
Guanares,1995,8,23.34,27.9,19.8,279.49
Guanares,1995,9,23.59,29.03,19.02,205.66
Guanares,1995,10,23.3,28.75,19.23,195.12
Guanares,1995,11,23.21,28.51,19.03,73.83
Guanares,1995,12,23.03,28.4,17.76,36.91
Guanares,1996,1,23.3,29.78,16.21,31.64
Guanares,1996,2,24.42,30.6,17.57,47.46
Guanares,1996,3,25.51,33.07,18.58,42.19
Guanares,1996,4,25.85,33.62,19.49,100.2
Guanares,1996,5,23.33,28.24,18.94,469.34
Guanares,1996,6,22.66,27.22,19.22,453.52
Guanares,1996,7,22.42,26.95,18.99,284.77
Guanares,1996,8,22.73,27.75,18.88,284.77
Guanares,1996,9,22.87,27.73,18.96,279.49
Guanares,1996,10,22.91,27.59,19.12,300.59
Guanares,1996,11,22.78,27.98,19.33,205.66
Guanares,1996,12,22.33,27.42,16.98,73.83
Guanares,1997,1,22.27,28.12,16.35,15.82
Guanares,1997,2,22.08,27.41,16.12,110.74
Guanares,1997,3,23.45,31.12,15.21,15.82
Guanares,1997,4,24.34,30.83,19.37,131.84
Guanares,1997,5,23.66,29.25,20.13,305.86
Guanares,1997,6,23.19,28.11,19.74,226.76
Guanares,1997,7,22.92,27.34,18.92,284.77
Guanares,1997,8,23.21,27.87,18.73,232.03
Guanares,1997,9,23.98,28.76,19.87,189.84
Guanares,1997,10,24.1,29.6,20.18,221.48
Guanares,1997,11,23.52,28.78,19.76,94.92
Guanares,1997,12,22.98,28.21,17.44,5.27
Guanares,1998,1,24.23,31.97,16.64,31.64
Guanares,1998,2,26.13,33.92,20.52,52.73
Guanares,1998,3,27.7,35.08,21.42,36.91
Guanares,1998,4,25.76,32.82,21.23,142.38
Guanares,1998,5,24.55,30.08,20.54,221.48
Guanares,1998,6,23.46,27.64,20.2,147.66
Guanares,1998,7,23.55,28.07,19.23,116.02
Guanares,1998,8,23.96,28.87,19.84,116.02
Guanares,1998,9,24.11,29.46,20.12,94.92
Guanares,1998,10,23.69,28.97,19.33,189.84
Guanares,1998,11,23.45,29.15,18.44,105.47
Guanares,1998,12,23.26,29.15,17.03,94.92
Guanares,1999,1,23.55,29.57,18.13,15.82
Guanares,1999,2,23.94,30.83,18.19,52.73
Guanares,1999,3,25.25,32.7,18.93,52.73
Guanares,1999,4,23.6,29.55,19.56,216.21
Guanares,1999,5,23.9,31.08,19.35,184.57
Guanares,1999,6,23.22,28.37,19.65,147.66
Guanares,1999,7,22.71,27.62,18.53,152.93
Guanares,1999,8,22.66,27.75,18.48,184.57
Guanares,1999,9,23.23,28.29,19.13,174.02
Guanares,1999,10,23.04,28.6,19.59,179.3
Guanares,1999,11,22.95,28.91,18.29,137.11
Guanares,1999,12,22.49,28.35,16.39,68.55
Guanares,2000,1,22.03,29.06,14.84,36.91
Guanares,2000,2,22.98,30.76,16.24,5.27
Guanares,2000,3,24.35,32.54,18.37,31.64
Guanares,2000,4,25.55,32.48,19.64,36.91
Guanares,2000,5,24.59,32.43,19.94,131.84
Guanares,2000,6,23.32,29.71,19.06,168.75
Guanares,2000,7,22.56,28.06,18.26,195.12
Guanares,2000,8,23.06,28.3,18.55,147.66
Guanares,2000,9,23.23,28.38,18.59,184.57
Guanares,2000,10,23.15,28.08,18.69,142.38
Guanares,2000,11,23.23,29.06,17.8,142.38
Guanares,2000,12,22.55,28.04,16.07,47.46
Guanares,2001,1,22.44,30.43,15.58,31.64
Guanares,2001,2,24.01,31.42,16.19,0.0
Guanares,2001,3,26.15,33.68,18.12,26.37
Guanares,2001,4,25.77,33.8,19.98,126.56
Guanares,2001,5,24.34,29.91,20.33,205.66
Guanares,2001,6,23.15,28.39,18.67,126.56
Guanares,2001,7,23.05,27.97,18.92,137.11
Guanares,2001,8,23.53,28.39,19.38,121.29
Guanares,2001,9,23.65,29.68,19.61,168.75
Guanares,2001,10,23.51,28.63,19.43,184.57
Guanares,2001,11,23.75,28.64,19.12,84.38
Guanares,2001,12,23.48,29.03,18.57,79.1
Guanares,2002,1,23.59,30.81,17.12,0.0
Guanares,2002,2,25.45,34.31,17.83,5.27
Guanares,2002,3,25.89,34.19,19.52,94.92
Guanares,2002,4,25.37,32.73,18.93,121.29
Guanares,2002,5,24.03,30.01,20.37,253.12
Guanares,2002,6,22.94,28.4,19.46,221.48
Guanares,2002,7,23.06,27.21,18.96,216.21
Guanares,2002,8,23.29,27.6,20.0,205.66
Guanares,2002,9,23.61,28.19,19.38,290.04
Guanares,2002,10,23.28,28.08,17.4,158.2
Guanares,2002,11,23.15,27.98,19.19,79.1
Guanares,2002,12,22.12,27.56,15.84,26.37
Guanares,2003,1,23.15,30.08,16.9,0.0
Guanares,2003,2,24.83,32.08,17.65,5.27
Guanares,2003,3,26.11,33.41,19.08,47.46
Guanares,2003,4,25.25,34.34,20.39,232.03
Guanares,2003,5,23.67,29.37,20.12,137.11
Guanares,2003,6,22.94,28.14,18.96,216.21
Guanares,2003,7,22.87,26.98,18.61,205.66
Guanares,2003,8,23.06,27.52,18.98,174.02
Guanares,2003,9,23.3,28.15,19.7,237.3
Guanares,2003,10,23.66,28.65,19.46,232.03
Guanares,2003,11,23.46,28.25,19.33,179.3
Guanares,2003,12,22.96,28.72,16.71,52.73
Guanares,2004,1,23.05,29.36,17.18,0.0
Guanares,2004,2,24.18,30.73,16.91,5.27
Guanares,2004,3,25.45,32.58,17.62,63.28
Guanares,2004,4,24.75,32.4,19.3,152.93
Guanares,2004,5,23.4,28.31,19.29,174.02
Guanares,2004,6,23.49,29.02,19.61,42.19
Guanares,2004,7,23.04,27.89,18.86,142.38
Guanares,2004,8,23.28,27.9,19.44,94.92
Guanares,2004,9,23.81,29.17,19.6,110.74
Guanares,2004,10,24.08,29.61,19.19,73.83
Guanares,2004,11,23.69,29.75,18.55,100.2
Guanares,2004,12,24.69,32.22,18.38,10.55
Guanares,2005,1,25.44,33.34,18.64,21.09
Guanares,2005,2,26.34,34.65,19.55,10.55
Guanares,2005,3,28.56,36.1,21.33,5.27
Guanares,2005,4,26.08,34.05,21.34,168.75
Guanares,2005,5,24.44,29.53,20.3,210.94
Guanares,2005,6,24.05,29.03,19.47,89.65
Guanares,2005,7,23.67,29.94,18.86,73.83
Guanares,2005,8,24.22,29.76,20.27,89.65
Guanares,2005,9,24.58,30.08,20.18,158.2
Guanares,2005,10,24.09,29.56,20.41,147.66
Guanares,2005,11,23.84,30.5,18.19,89.65
Guanares,2005,12,24.24,31.98,16.31,5.27
Guanares,2006,1,24.31,32.12,17.05,58.01
Guanares,2006,2,25.49,33.11,16.51,10.55
Guanares,2006,3,25.8,32.66,17.94,68.55
Guanares,2006,4,25.31,31.91,20.28,189.84
Guanares,2006,5,23.97,29.57,19.19,163.48
Guanares,2006,6,23.57,29.34,18.91,116.02
Guanares,2006,7,23.06,28.3,18.76,131.84
Guanares,2006,8,23.57,29.85,19.37,142.38
Guanares,2006,9,24.07,29.73,19.08,137.11
Guanares,2006,10,24.34,29.62,20.12,94.92
Guanares,2006,11,24.22,30.9,20.26,110.74
Guanares,2006,12,24.08,30.49,18.62,31.64
Guanares,2007,1,25.2,33.12,17.86,0.0
Guanares,2007,2,26.41,35.29,17.85,0.0
Guanares,2007,3,26.87,35.1,19.83,31.64
Guanares,2007,4,26.53,33.74,20.81,63.28
Guanares,2007,5,26.21,33.55,20.7,58.01
Guanares,2007,6,24.14,30.59,19.73,147.66
Guanares,2007,7,24.48,32.37,19.54,68.55
Guanares,2007,8,23.86,30.36,19.39,168.75
Guanares,2007,9,24.15,30.29,19.74,58.01
Guanares,2007,10,23.72,29.15,19.75,205.66
Guanares,2007,11,23.62,29.75,17.51,79.1
Guanares,2007,12,24.08,30.66,18.18,15.82
Guanares,2008,1,24.61,32.73,17.32,0.0
Guanares,2008,2,25.07,33.23,17.41,47.46
Guanares,2008,3,26.06,34.26,18.76,5.27
Guanares,2008,4,26.44,34.29,20.12,84.38
Guanares,2008,5,24.76,32.93,19.8,131.84
Guanares,2008,6,24.05,30.83,20.02,137.11
Guanares,2008,7,22.99,28.29,18.95,200.39
Guanares,2008,8,23.37,28.22,19.59,237.3
Guanares,2008,9,23.74,28.99,19.68,116.02
Guanares,2008,10,23.49,28.79,19.08,137.11
Guanares,2008,11,23.48,29.51,18.71,137.11
Guanares,2008,12,23.43,29.74,17.05,10.55
Guanares,2009,1,24.04,31.19,17.19,36.91
Guanares,2009,2,24.51,32.44,17.75,15.82
Guanares,2009,3,25.3,32.8,17.43,26.37
Guanares,2009,4,26.33,33.73,20.02,52.73
Guanares,2009,5,25.39,32.51,20.26,94.92
Guanares,2009,6,24.49,32.19,20.07,147.66
Guanares,2009,7,23.81,29.37,19.67,152.93
Guanares,2009,8,23.8,29.05,19.83,168.75
Guanares,2009,9,24.46,29.77,20.14,105.47
Guanares,2009,10,24.0,29.99,19.96,158.2
Guanares,2009,11,24.79,30.88,19.94,52.73
Guanares,2009,12,25.08,31.48,18.44,26.37
Guanares,2010,1,25.63,33.56,16.77,0.0
Guanares,2010,2,28.17,36.0,20.76,15.82
Guanares,2010,3,28.48,36.87,20.31,21.09
Guanares,2010,4,25.93,35.45,20.86,142.38
Guanares,2010,5,25.45,33.05,21.22,116.02
Guanares,2010,6,24.04,30.1,19.78,200.39
Guanares,2010,7,23.29,27.77,19.38,189.84
Guanares,2010,8,23.4,28.33,19.02,110.74
Guanares,2010,9,23.66,28.72,19.89,242.58
Guanares,2010,10,23.82,28.81,19.64,142.38
Guanares,2010,11,23.31,28.75,19.48,131.84
Guanares,2010,12,23.2,28.93,17.23,79.1
Guanares,2011,1,23.3,29.9,16.72,31.64
Guanares,2011,2,24.64,32.15,17.46,21.09
Guanares,2011,3,24.66,32.48,18.51,84.38
Guanares,2011,4,24.33,33.15,19.78,216.21
Guanares,2011,5,23.54,28.33,19.76,232.03
Guanares,2011,6,23.47,28.09,19.8,232.03
Guanares,2011,7,23.27,27.22,19.55,158.2
Guanares,2011,8,23.51,28.72,19.59,147.66
Guanares,2011,9,23.69,29.02,18.7,105.47
Guanares,2011,10,23.48,29.25,19.17,184.57
Guanares,2011,11,23.23,27.89,19.77,116.02
Guanares,2011,12,22.73,27.92,17.38,79.1
Guanares,2012,1,22.9,29.66,15.71,10.55
Guanares,2012,2,24.26,31.96,16.77,15.82
Guanares,2012,3,24.05,31.77,18.51,100.2
Guanares,2012,4,23.92,30.94,19.2,147.66
Guanares,2012,5,23.58,28.95,19.6,205.66
Guanares,2012,6,23.12,28.49,18.73,116.02
Guanares,2012,7,23.12,27.57,19.76,131.84
Guanares,2012,8,23.19,27.91,19.71,158.2
Guanares,2012,9,23.62,28.97,19.23,89.65
Guanares,2012,10,23.67,29.48,20.0,116.02
Guanares,2012,11,24.24,29.74,18.38,47.46
Guanares,2012,12,24.07,31.11,18.51,47.46
Guanares,2013,1,24.58,32.12,17.09,5.27
Guanares,2013,2,25.43,33.44,17.17,42.19
Guanares,2013,3,26.74,34.39,20.8,52.73
Guanares,2013,4,26.26,34.64,20.5,94.92
Guanares,2013,5,24.55,32.0,20.4,105.47
Guanares,2013,6,23.65,28.5,20.27,152.93
Guanares,2013,7,23.59,29.48,19.32,79.1
Guanares,2013,8,23.39,28.87,19.27,168.75
Guanares,2013,9,23.98,29.26,19.87,137.11
Guanares,2013,10,24.1,30.19,19.53,73.83
Guanares,2013,11,23.72,31.05,18.37,89.65
Guanares,2013,12,24.26,31.45,16.32,5.27
Guanares,2014,1,24.73,32.58,16.87,5.27
Guanares,2014,2,26.05,33.41,18.19,0.0
Guanares,2014,3,26.8,34.61,19.43,47.46
Guanares,2014,4,25.76,34.07,20.62,110.74
Guanares,2014,5,25.37,33.03,19.49,110.74
Guanares,2014,6,24.43,32.37,20.08,131.84
Guanares,2014,7,23.39,29.3,19.75,147.66
Guanares,2014,8,23.55,28.81,19.09,121.29
Guanares,2014,9,23.64,29.09,19.3,184.57
Guanares,2014,10,23.37,28.61,18.85,189.84
Guanares,2014,11,23.51,29.27,18.66,26.37
Guanares,2014,12,24.35,30.8,18.44,10.55
Guanares,2015,1,24.58,31.15,17.69,10.55
Guanares,2015,2,25.53,32.62,17.6,31.64
Guanares,2015,3,26.14,34.43,18.62,31.64
Guanares,2015,4,26.08,34.55,20.51,47.46
Guanares,2015,5,26.37,34.37,21.2,26.37
Guanares,2015,6,23.97,31.21,19.87,200.39
Guanares,2015,7,23.28,28.85,19.57,195.12
Guanares,2015,8,23.78,28.08,19.9,121.29
Guanares,2015,9,24.76,30.36,20.87,36.91
Guanares,2015,10,24.54,30.51,20.24,100.2
Guanares,2015,11,23.62,29.62,19.62,100.2
Guanares,2015,12,24.44,30.5,18.56,10.55
Guanares,2016,1,25.75,33.55,19.01,5.27
Guanares,2016,2,26.98,34.69,19.56,5.27
Guanares,2016,3,28.48,36.59,21.51,0.0
Guanares,2016,4,26.29,34.46,21.19,121.29
Guanares,2016,5,24.12,29.69,19.83,268.95
Guanares,2016,6,23.15,28.5,18.72,221.48
Guanares,2016,7,23.23,27.48,19.15,147.66
Guanares,2016,8,23.47,28.05,18.52,126.56
Guanares,2016,9,23.87,30.12,20.13,68.55
Guanares,2016,10,24.18,29.58,20.22,79.1
Guanares,2016,11,23.9,30.98,19.8,84.38
Guanares,2016,12,23.58,29.43,17.56,68.55
Guanares,2017,1,23.82,31.39,15.63,15.82
Guanares,2017,2,25.51,33.58,18.31,5.27
Guanares,2017,3,25.33,32.78,19.22,116.02
Guanares,2017,4,25.72,33.01,20.87,79.1
Guanares,2017,5,24.8,31.35,19.96,174.02
Guanares,2017,6,23.46,28.36,19.35,210.94
Guanares,2017,7,23.05,27.47,19.42,158.2
Guanares,2017,8,23.52,28.01,19.61,137.11
Guanares,2017,9,23.63,29.36,19.61,258.4
Guanares,2017,10,23.69,28.5,19.69,152.93
Guanares,2017,11,23.51,28.9,19.17,63.28
Guanares,2017,12,23.36,29.38,17.63,0.0
Guanares,2018,1,23.63,30.87,18.21,10.55
Guanares,2018,2,24.19,32.76,16.66,0.0
Guanares,2018,3,26.03,33.91,19.62,31.64
Guanares,2018,4,24.87,32.93,20.12,126.56
Guanares,2018,5,24.08,30.68,20.26,100.2
Guanares,2018,6,23.53,29.38,19.28,179.3
Guanares,2018,7,23.35,29.38,18.75,63.28
Guanares,2018,8,23.61,28.94,19.73,105.47
Guanares,2018,9,23.44,29.79,19.27,237.3
Guanares,2018,10,23.8,29.26,19.87,131.84
Guanares,2018,11,24.0,29.71,18.02,26.37
Guanares,2018,12,23.72,30.24,17.12,15.82
Guanares,2019,1,25.05,33.94,18.06,10.55
Guanares,2019,2,26.25,34.59,18.32,0.0
Guanares,2019,3,27.48,35.65,21.43,15.82
Guanares,2019,4,26.56,33.95,20.44,47.46
Guanares,2019,5,25.51,33.96,20.23,158.2
Guanares,2019,6,23.69,29.9,19.67,163.48
Guanares,2019,7,23.6,30.15,18.43,116.02
Guanares,2019,8,23.76,28.96,19.87,158.2
Guanares,2019,9,24.25,29.85,20.44,100.2
Guanares,2019,10,23.72,28.83,19.31,121.29
Guanares,2019,11,24.35,30.86,20.18,47.46
Guanares,2019,12,25.37,32.01,18.51,10.55
Guanares,2020,1,26.11,34.73,18.57,0.0
Guanares,2020,2,26.77,35.04,18.18,0.0
Guanares,2020,3,28.08,36.98,20.03,0.0
Guanares,2020,4,28.38,36.59,21.54,0.0
Guanares,2020,5,28.01,35.58,22.31,0.0
Guanares,2020,6,26.68,34.37,21.19,42.19
Guanares,2020,7,25.62,32.92,20.96,36.91
Guanares,2020,8,26.48,36.06,20.96,0.0
Guanares,2020,9,27.22,35.32,21.44,0.0
Guanares,2020,10,27.08,35.68,21.74,42.19
Guanares,2020,11,25.98,33.62,21.53,21.09
Guanares,2020,12,26.22,33.73,19.28,52.73
Guanares,2021,1,24.46,32.61,17.14,47.46
Guanares,2021,2,25.33,33.3,17.87,31.64
Guanares,2021,3,25.88,33.6,16.47,5.27
Guanares,2021,4,27.22,35.52,20.4,0.06
Guanares,2021,5,27.27,34.62,21.4,0.0
Guanares,2021,6,27.05,34.43,21.48,0.74
Guanares,2021,7,27.07,34.55,21.12,0.48
Guanares,2021,8,27.21,36.17,21.17,0.61
Guanares,2021,9,28.23,36.17,22.65,0.0
Guanares,2021,10,27.6,36.33,21.42,14.94
Guanares,2021,11,27.48,35.01,21.05,1.22
Guanares,2021,12,27.27,35.33,20.07,6.03
Cúmana,1981,1,25.44,29.06,22.16,10.55
Cúmana,1981,2,25.83,29.69,22.8,5.27
Cúmana,1981,3,26.49,31.48,23.19,0.0
Cúmana,1981,4,26.26,30.01,24.03,163.48
Cúmana,1981,5,26.78,30.98,24.14,184.57
Cúmana,1981,6,26.26,29.8,23.83,100.2
Cúmana,1981,7,26.37,29.62,24.23,200.39
Cúmana,1981,8,26.85,29.68,24.83,195.12
Cúmana,1981,9,27.33,30.76,25.2,131.84
Cúmana,1981,10,27.19,30.58,24.76,68.55
Cúmana,1981,11,27.19,30.44,24.36,52.73
Cúmana,1981,12,26.3,30.17,23.56,68.55
Cúmana,1982,1,24.87,28.65,21.6,36.91
Cúmana,1982,2,25.0,29.86,22.21,10.55
Cúmana,1982,3,24.98,29.22,22.04,10.55
Cúmana,1982,4,25.3,29.65,22.15,47.46
Cúmana,1982,5,26.84,31.32,23.56,47.46
Cúmana,1982,6,26.15,30.69,23.2,94.92
Cúmana,1982,7,25.95,29.58,22.64,58.01
Cúmana,1982,8,26.75,30.6,23.87,26.37
Cúmana,1982,9,27.1,31.61,24.12,31.64
Cúmana,1982,10,26.94,30.72,24.18,52.73
Cúmana,1982,11,26.5,30.65,23.1,15.82
Cúmana,1982,12,25.37,29.33,23.05,36.91
Cúmana,1983,1,25.48,29.91,22.11,5.27
Cúmana,1983,2,25.98,31.98,21.91,0.0
Cúmana,1983,3,26.66,32.23,23.01,0.0
Cúmana,1983,4,27.3,34.19,23.11,0.0
Cúmana,1983,5,27.22,31.36,24.36,63.28
Cúmana,1983,6,27.0,32.02,23.9,105.47
Cúmana,1983,7,26.65,31.19,23.81,68.55
Cúmana,1983,8,26.65,30.58,23.94,79.1
Cúmana,1983,9,27.04,30.54,23.87,121.29
Cúmana,1983,10,26.86,30.53,24.25,21.09
Cúmana,1983,11,26.33,31.44,23.12,31.64
Cúmana,1983,12,25.36,29.9,22.33,36.91
Cúmana,1984,1,25.23,29.43,21.94,10.55
Cúmana,1984,2,25.46,29.37,21.82,0.0
Cúmana,1984,3,25.4,30.87,22.08,0.0
Cúmana,1984,4,26.27,31.91,22.57,0.0
Cúmana,1984,5,26.38,30.74,23.47,15.82
Cúmana,1984,6,26.51,31.36,23.44,63.28
Cúmana,1984,7,25.98,29.48,23.26,184.57
Cúmana,1984,8,25.96,29.9,23.47,174.02
Cúmana,1984,9,26.58,30.05,23.69,137.11
Cúmana,1984,10,26.54,30.17,24.48,79.1
Cúmana,1984,11,26.53,30.2,24.51,200.39
Cúmana,1984,12,25.15,28.68,22.25,110.74
Cúmana,1985,1,23.82,27.04,20.63,15.82
Cúmana,1985,2,24.35,28.33,21.55,10.55
Cúmana,1985,3,25.38,29.44,22.81,0.0
Cúmana,1985,4,26.15,31.35,23.19,26.37
Cúmana,1985,5,26.75,30.87,24.05,21.09
Cúmana,1985,6,26.52,30.55,23.3,42.19
Cúmana,1985,7,26.51,30.29,23.94,137.11
Cúmana,1985,8,26.54,30.58,23.8,100.2
Cúmana,1985,9,26.7,31.14,23.61,73.83
Cúmana,1985,10,26.56,29.76,24.12,105.47
Cúmana,1985,11,26.51,29.73,23.64,189.84
Cúmana,1985,12,24.67,27.65,22.12,89.65
Cúmana,1986,1,24.23,28.28,21.47,10.55
Cúmana,1986,2,24.66,28.33,21.91,5.27
Cúmana,1986,3,25.53,30.33,22.62,10.55
Cúmana,1986,4,27.26,31.96,23.96,0.0
Cúmana,1986,5,26.87,31.04,23.44,52.73
Cúmana,1986,6,26.65,30.36,23.92,94.92
Cúmana,1986,7,26.69,30.12,23.79,110.74
Cúmana,1986,8,26.63,30.74,23.81,63.28
Cúmana,1986,9,26.86,31.47,24.37,110.74
Cúmana,1986,10,26.64,30.44,24.5,179.3
Cúmana,1986,11,25.9,29.33,23.7,131.84
Cúmana,1986,12,25.06,28.58,21.92,36.91
Cúmana,1987,1,24.69,29.5,21.37,10.55
Cúmana,1987,2,25.73,30.87,22.26,0.0
Cúmana,1987,3,26.52,33.12,22.1,0.0
Cúmana,1987,4,27.38,32.33,23.44,31.64
Cúmana,1987,5,27.85,32.62,24.69,110.74
Cúmana,1987,6,27.26,31.05,24.48,105.47
Cúmana,1987,7,26.57,29.86,24.31,163.48
Cúmana,1987,8,27.33,30.74,25.09,142.38
Cúmana,1987,9,27.57,31.94,25.27,116.02
Cúmana,1987,10,27.41,30.9,25.22,84.38
Cúmana,1987,11,27.3,30.58,24.69,31.64
Cúmana,1987,12,26.53,30.24,23.73,31.64
Cúmana,1988,1,25.37,28.92,22.78,0.0
Cúmana,1988,2,25.41,29.21,22.17,0.0
Cúmana,1988,3,25.99,30.73,22.71,0.0
Cúmana,1988,4,27.01,31.97,23.83,0.0
Cúmana,1988,5,27.72,32.26,24.6,5.27
Cúmana,1988,6,27.43,32.01,24.45,89.65
Cúmana,1988,7,26.99,30.33,24.48,105.47
Cúmana,1988,8,27.2,29.9,25.25,258.4
Cúmana,1988,9,27.06,30.51,24.7,137.11
Cúmana,1988,10,26.92,30.37,24.95,174.02
Cúmana,1988,11,26.37,30.28,23.63,58.01
Cúmana,1988,12,25.05,28.19,22.53,100.2
Cúmana,1989,1,24.25,27.51,21.93,26.37
Cúmana,1989,2,24.46,29.15,21.14,5.27
Cúmana,1989,3,25.0,29.89,22.17,5.27
Cúmana,1989,4,26.19,30.8,22.88,0.0
Cúmana,1989,5,26.54,31.05,23.69,21.09
Cúmana,1989,6,26.36,30.05,23.38,79.1
Cúmana,1989,7,26.61,30.35,23.72,84.38
Cúmana,1989,8,27.28,32.24,24.09,73.83
Cúmana,1989,9,27.49,31.34,24.71,116.02
Cúmana,1989,10,26.87,30.46,24.29,58.01
Cúmana,1989,11,26.45,29.89,24.46,84.38
Cúmana,1989,12,25.3,28.73,21.88,10.55
Cúmana,1990,1,25.06,28.96,22.12,5.27
Cúmana,1990,2,24.66,28.36,22.02,10.55
Cúmana,1990,3,25.38,29.5,22.81,0.0
Cúmana,1990,4,26.24,30.81,23.19,26.37
Cúmana,1990,5,26.76,30.84,24.11,42.19
Cúmana,1990,6,26.62,30.33,24.08,105.47
Cúmana,1990,7,26.48,31.38,23.76,94.92
Cúmana,1990,8,26.87,30.6,24.42,89.65
Cúmana,1990,9,27.9,31.51,25.22,31.64
Cúmana,1990,10,28.27,31.8,25.54,52.73
